Angle;gyroskop_xout_scaled;gyroskop_yout_scaled;gyroskop_zout_scaled;acceleration_xout_scaled;acceleration_yout_scaled;acceleration_zout_scaled;PWM
23.635716368969916;-9.465648854961833;-0.5954198473282443;-4.0;0.02294921875;1.0029296875;0.10498046875;975
35.871182710778186;-9.549618320610687;-0.5954198473282443;-3.946564885496183;0.021240234375;1.0;0.09619140625;975
43.08200714285476;-9.526717557251908;-0.6793893129770993;-5.603053435114504;0.025390625;0.994873046875;0.098876953125;975
46.87473369928464;-9.541984732824428;-0.6793893129770993;-5.793893129770993;0.029541015625;1.00146484375;0.108642578125;975
55.2076916493135;-9.732824427480915;-0.5572519083969466;-5.648854961832061;0.021728515625;1.0029296875;0.09765625;975
59.692703356935375;-9.534351145038167;-0.648854961832061;-5.824427480916031;0.022705078125;1.00146484375;0.09521484375;975
62.044568649595945;-9.511450381679388;-0.648854961832061;-6.0;0.0244140625;0.995361328125;0.09423828125;975
66.38378144069934;-9.587786259541986;-0.8091603053435115;-5.923664122137405;0.023193359375;0.99560546875;0.09912109375;975
68.51964092802321;-9.50381679389313;-0.9618320610687023;-5.961832061068702;0.0263671875;1.003173828125;0.0947265625;975
69.17712664107684;-9.465648854961833;-0.6793893129770993;-5.916030534351145;0.027099609375;1.002197265625;0.089599609375;975
71.7744048220916;-9.572519083969466;-0.6335877862595419;-5.99236641221374;0.029541015625;0.997802734375;0.099365234375;975
73.21323862350903;-9.442748091603054;-0.5877862595419847;-5.8320610687022905;0.028564453125;1.002197265625;0.092041015625;975
73.59251917034476;-9.526717557251908;-0.7480916030534351;-6.022900763358779;0.0224609375;1.00537109375;0.09521484375;975
75.42225683172909;-9.549618320610687;-0.6870229007633588;-5.923664122137405;0.029541015625;0.99755859375;0.097900390625;975
76.33119908212251;-9.618320610687023;-0.6641221374045801;-5.763358778625954;0.02490234375;0.997802734375;0.0986328125;975
76.63166861054555;-9.549618320610687;-0.6946564885496184;-5.740458015267175;0.025390625;1.0048828125;0.09765625;975
77.6542303945466;-9.526717557251908;-0.6030534351145038;-5.824427480916031;0.024169921875;1.002197265625;0.10205078125;975
78.0847372136724;-9.465648854961833;-0.6641221374045801;-5.770992366412214;0.017822265625;1.00048828125;0.103515625;975
78.15540929320413;-9.625954198473282;-0.6946564885496184;-6.015267175572519;0.019775390625;0.99658203125;0.098876953125;975
78.82680276612804;-9.534351145038167;-0.7786259541984732;-5.763358778625954;0.02685546875;0.98779296875;0.10009765625;975
79.03392747333893;-9.572519083969466;-0.7175572519083969;-5.862595419847328;0.02685546875;1.00244140625;0.097412109375;975
78.92420594474426;-9.618320610687023;-0.6793893129770993;-5.793893129770993;0.0224609375;1.00341796875;0.1025390625;975
79.38811601025864;-9.549618320610687;-0.816793893129771;-5.809160305343512;0.02490234375;0.999267578125;0.093505859375;975
79.52445875722951;-9.618320610687023;-0.5419847328244275;-5.8320610687022905;0.025390625;1.00244140625;0.099365234375;975
79.34793673013456;-9.511450381679388;-0.7404580152671756;-7.755725190839694;0.030517578125;1.00146484375;0.100830078125;975
79.62799088088417;-9.541984732824428;-0.6641221374045801;-5.9541984732824424;0.02587890625;0.99951171875;0.1005859375;975
79.6239680828626;-9.580152671755725;-0.7633587786259542;-5.793893129770993;0.02490234375;0.990478515625;0.099365234375;975
79.3310502282488;-9.526717557251908;-0.6183206106870229;-5.8396946564885495;0.025634765625;1.0048828125;0.09521484375;975
79.63463061964319;-9.404580152671755;-0.648854961832061;-5.99236641221374;0.022216796875;1.003173828125;0.102294921875;975
79.6366094270793;-9.595419847328245;-0.6259541984732825;-5.709923664122138;0.027587890625;0.994873046875;0.101318359375;975
79.36276887006537;-9.541984732824428;-0.549618320610687;-5.877862595419847;0.024658203125;0.9990234375;0.098876953125;975
79.70618994974419;-9.488549618320612;-0.6793893129770993;-5.9541984732824424;0.029541015625;0.985107421875;0.09228515625;975
79.69204286020842;-9.488549618320612;-0.816793893129771;-5.908396946564886;0.01904296875;0.999755859375;0.095703125;975
79.4384068897803;-9.679389312977099;-0.5725190839694656;-5.916030534351145;0.02392578125;0.998291015625;0.0849609375;975
79.75413426142188;-9.557251908396946;-0.8015267175572519;-6.015267175572519;0.020751953125;0.98876953125;0.102783203125;975
79.7213012213437;-9.587786259541986;-0.6564885496183206;-5.916030534351145;0.021728515625;1.0009765625;0.093994140625;975
79.43054696732932;-9.534351145038167;-0.5725190839694656;-7.748091603053435;0.021728515625;1.0029296875;0.099853515625;975
79.73816297560226;-9.473282442748092;-0.7175572519083969;-5.969465648854962;0.02978515625;1.0009765625;0.091796875;975
79.69219665932029;-9.442748091603054;-0.6946564885496184;-5.694656488549619;0.024658203125;1.00439453125;0.096435546875;975
79.40535642577835;-9.572519083969466;-1.0458015267175573;-6.0458015267175576;0.02587890625;0.997802734375;0.10009765625;975
79.78760522149956;-9.389312977099237;-0.7480916030534351;-6.061068702290076;0.026611328125;1.00341796875;0.106689453125;975
79.7999312684158;-9.549618320610687;-0.9083969465648855;-5.923664122137405;0.0244140625;1.012451171875;0.097412109375;975
78.89274006939891;-9.541984732824428;-0.648854961832061;-5.770992366412214;0.024658203125;0.98681640625;0.094970703125;975
79.22885072769273;-9.67175572519084;-0.648854961832061;-5.862595419847328;0.023681640625;1.001708984375;0.09521484375;975
79.12045123332607;-9.458015267175572;-0.6030534351145038;-5.778625954198473;0.022216796875;1.00244140625;0.094970703125;975
78.58003455208129;-9.48091603053435;-0.6412213740458015;-4.038167938931298;0.027099609375;0.998046875;0.09033203125;975
79.06505081762111;-9.633587786259541;-0.648854961832061;-5.8396946564885495;0.0234375;1.01220703125;0.103271484375;975
79.13565161374665;-9.67175572519084;-0.7251908396946565;-5.7251908396946565;0.025390625;1.0;0.12060546875;975
78.83768348731071;-9.541984732824428;-0.7022900763358778;-7.786259541984733;0.02978515625;0.998291015625;0.09814453125;976
79.2550490579306;-9.404580152671755;-0.6335877862595419;-5.900763358778626;0.024169921875;1.001708984375;0.099853515625;976
