AÇI;PWM
22.013580876337382;1000
22.71528716601585;1000
23.54265543747145;1000
24.366256755110648;1000
25.178213857720735;1000
25.994959741356706;1000
26.840294899183558;1000
27.195101904768087;1000
27.713621562430653;1000
27.811095545777608;1000
28.323325444587955;1000
28.33319044143224;1000
28.856985852075482;1000
29.215952018160774;1000
29.254011534194333;1000
29.59069113647103;1000
30.030444111487178;1000
30.107605787896425;1000
30.585026262116617;1000
30.738763100791928;1000
30.805840902038366;1000
31.10888373365446;1000
31.859504309073163;1000
32.59406565910091;1000
33.31731124459056;1000
34.018961449036965;1000
34.70584534187681;1000
35.38686215305364;1000
36.05314914751711;1000
36.70175810869417;1000
37.33450026816918;1000
37.95443509468293;1000
38.569862347054865;1000
39.16794241117519;1000
39.75132144939763;1000
40.32503229294686;1000
40.86797351270805;1000
41.420223366216725;1000
41.96855341816314;1000
42.40340804853467;1000
42.67950015914469;1000
43.14037376786733;1000
43.636420133809224;1000
43.93383987778593;1000
44.59288774201788;1000
45.158688315185685;1000
45.42397061941617;1000
46.08020874759568;1000
46.64972381152219;1000
47.20092048310377;1000
47.6966868198306;1000
47.96569503921312;1000
48.521189265677705;1000
48.643505389351525;1000
48.96904870951845;1000
49.098998906947934;1000
49.43302636150893;1000
49.74409926161973;1000
49.88445692145393;1000
50.11709643403421;1000
50.59111213905276;1000
50.70302030070269;1000
51.11946023536755;1000
51.59891738159621;1000
51.76941533952559;1000
52.1365760231367;1000
52.38617775410555;1000
52.88057469509004;1000
52.843627650013104;1000
53.258948557737455;1000
53.624804485034076;1000
54.02246797124795;1000
54.334726271932404;1000
54.692433443195185;1000
54.840713594980116;1000
55.05964026587134;1000
55.448945150831996;1000
55.53287724495184;1000
55.75104251226212;1000
56.00971967680659;1000
56.07331389253939;1000
56.12764788957138;1000
56.51185716284703;1000
56.521153100562294;1000
56.6866176083431;1000
57.060149156253914;1000
57.256130498434025;1001
61.84173647740861;1001
61.81662549011121;1001
61.99947137183919;1001
61.74053721598279;1001
61.680019003156225;1001
61.74093521073965;1001
62.09336394207577;1001
62.07998671287326;1001
62.291446702167434;1001
62.489274980135015;1001
62.611706757444715;1001
62.49493270989529;1001
62.755964722790736;1001
62.973665045086456;1001
63.14006627052458;1001
63.30405991542527;1001
63.24872652177293;1001
63.18135056352366;1001
63.06450347445428;1001
62.696839194469604;1001
62.68963336716335;1001
62.7013230194454;1001
62.786942891021766;1001
63.04513794765702;1001
63.13384202111524;1001
63.425199301728256;1001
63.53593826097437;1001
63.66905708455778;1001
63.711297529511896;1001
63.90831531981806;1001
64.1202182372502;1001
64.16229764944252;1001
64.21347501787703;1001
64.16441325616768;1001
63.99397585709912;1001
64.16195473284493;1001
64.09250949837873;1001
64.2785857827171;1001
64.38177569883527;1001
64.43538280385121;1001
64.28151638828659;1001
64.41377509840312;1001
64.59124589258467;1001
64.65210933626237;1001
64.62897602838004;1001
64.82095098270726;1001
64.91078949591518;1001
65.13401746450411;1001
64.97234950329589;1001
65.09553863850311;1001
65.37228099735442;1001
65.54071533805295;1001
65.56249575217498;1001
65.67411760799028;1001
65.61596258215957;1001
65.26830365562151;1001
65.0544974923369;1001
65.2674793614017;1001
65.15490541755933;1001
65.05422314469637;1001
64.75055999381344;1001
64.86397558999906;1001
64.93398717612301;1001
64.9828124948041;1001
65.15226606280532;1001
65.17502370471878;1001
65.15160564625235;1001
65.37636032510946;1001
65.54647030627108;1001
65.77275760729843;1001
65.7570290283347;1001
65.79177653163877;1001
65.890806557915;1001
65.80499603283614;1001
65.91601724611368;1001
66.06509679928129;1001
66.16404908294591;1001
66.36598975599172;1001
66.44447294422255;1001
66.28214257973707;1001
66.11175188255365;1001
65.94766453898112;1001
66.07741496607574;1001
65.58126450005686;1001
65.76473704286984;1001
65.68956997885033;1001
65.7143385075225;1002
68.53227216181173;1002
68.4590046063006;1002
68.56427062559257;1002
68.43683896227739;1002
68.46263606536074;1002
68.38314537550264;1002
68.33391668006146;1002
67.67428190545604;1002
67.50063867758242;1002
67.50699980235974;1002
67.69780520808433;1002
67.40366412956756;1002
67.26462867853473;1002
67.28735865987447;1002
67.40578890018291;1002
67.57158893772726;1002
67.59793353635004;1002
67.7414699777548;1002
67.8308821085561;1002
67.62580926107621;1002
67.74824503918616;1002
67.86396135420142;1002
67.93093959483616;1002
67.92417070220368;1002
67.7731412018264;1002
67.91248734992156;1002
67.79724949103681;1002
67.8795685467555;1002
68.07078288373876;1002
68.15729350267111;1002
68.17670557364451;1002
68.31500797351839;1002
68.26583645208433;1002
67.91163576187454;1002
67.94723928039373;1002
67.82712400263742;1002
68.02637008795644;1002
67.9907642712003;1002
67.63645004399046;1002
67.3324231098885;1002
67.40264723006902;1002
67.42770034846032;1002
67.50565825031511;1002
67.3224173244748;1002
67.36635682320889;1002
67.34999095605869;1002
67.10193289553217;1002
67.24603366926463;1002
67.20692844827337;1002
67.30530009706555;1002
67.51702551985242;1002
67.351045960576;1002
67.60580345979005;1002
67.7809495172921;1002
67.77557465017706;1002
67.48800472565487;1002
67.36245424827004;1002
67.38311513738479;1002
67.49156865622737;1002
67.59437711323048;1002
67.72184314583386;1002
67.64537337009884;1002
67.71192928398916;1002
67.86614049410184;1002
67.52226603569507;1002
67.60938328668117;1002
67.72804841370626;1002
67.91799509566602;1002
67.69941258196698;1002
67.7383527530465;1002
